Date,Time,Temperature,Humidity
01/22/21,07:54,21.9*C,34.8%
01/22/21,07:54,21.9*C,34.8%
01/22/21,07:55,21.9*C,34.8%
01/22/21,07:55,21.9*C,34.8%
01/22/21,07:56,21.9*C,34.7%
01/22/21,07:56,21.9*C,34.9%
01/22/21,07:57,21.9*C,34.7%
01/22/21,07:57,21.9*C,34.8%
01/22/21,07:58,21.9*C,34.8%
01/22/21,07:58,21.9*C,34.8%
01/22/21,07:59,21.9*C,34.8%
01/22/21,07:59,21.9*C,34.8%
01/22/21,08:00,21.9*C,34.8%
01/22/21,08:00,21.9*C,34.8%
01/22/21,08:01,21.8*C,34.8%
01/22/21,08:02,21.8*C,34.8%
01/22/21,08:02,21.8*C,34.8%
01/22/21,08:03,21.8*C,34.8%
01/22/21,08:03,21.8*C,34.8%
01/22/21,08:04,21.8*C,34.9%
01/22/21,08:04,21.8*C,34.9%
01/22/21,08:05,21.8*C,34.8%
01/22/21,08:05,21.8*C,34.8%
01/22/21,08:06,21.8*C,34.8%
01/22/21,08:06,21.8*C,34.8%
01/22/21,08:07,21.8*C,34.8%
01/22/21,08:07,21.7*C,34.8%
01/22/21,08:08,21.7*C,34.8%
01/22/21,08:08,21.7*C,34.8%
01/22/21,08:09,21.7*C,34.8%
01/22/21,08:09,21.7*C,34.8%
01/22/21,08:10,21.7*C,34.8%
01/22/21,08:10,21.7*C,34.9%
01/22/21,08:11,21.7*C,34.9%
01/22/21,08:11,21.7*C,34.8%
01/22/21,08:12,21.7*C,34.9%
